num_tickers,tickers,optimized_depth,optimized_gate_count,optimized_num_qubit,original_depth,original_gate_count,original_num_qubit
2,"['ODFL', 'TSLA']",270247,141465,14,17301439,9044445,20
2,"['PEP', 'ISRG']",270247,141465,14,34602947,18088481,21
2,"['EXC', 'DDOG']",540587,282821,15,34602947,18088481,21
2,"['MAR', 'HON']",1081263,565493,16,138411979,72352437,23
2,"['ZM', 'RIVN']",4325303,2261345,18,34602947,18088481,21
2,"['CSX', 'AZN']",270247,141465,14,34602947,18088481,21
2,"['ILMN', 'AVGO']",540587,282821,15,34602947,18088481,21
2,"['CSX', 'GOOGL']",270247,141465,14,34602947,18088481,21
2,"['BKR', 'TEAM']",540587,282821,15,17301439,9044445,20
2,"['EBAY', 'AAPL']",2162611,1130793,17,138411979,72352437,23
2,"['ODFL', 'EXC']",540587,282821,15,69205959,36176489,22
2,"['KLAC', 'KHC']",1081263,565493,16,69205959,36176489,22
2,"['SBUX', 'CRWD']",1081263,565493,16,69205959,36176489,22
2,"['BKR', 'KLAC']",1081263,565493,16,69205959,36176489,22
2,"['MRVL', 'INTC']",17301439,9044445,20,276824015,144704261,24
2,"['META', 'XEL']",270247,141465,14,17301439,9044445,20
2,"['VRTX', 'CHTR']",67487,35405,12,17301439,9044445,20
2,"['SNPS', 'VRSK']",1081263,565493,16,138411979,72352437,23
2,"['VRSK', 'ODFL']",4325303,2261345,18,276824015,144704261,24
2,"['CSCO', 'COST']",8650683,4522397,19,553648083,289407833,25
2,"['DXCM', 'WBD']",540587,282821,15,17301439,9044445,20
2,"['MRVL', 'JD']",1081263,565493,16,17301439,9044445,20
2,"['EA', 'ZM']",270247,141465,14,17301439,9044445,20
2,"['FTNT', 'KLAC']",2162611,1130793,17,138411979,72352437,23
2,"['CSX', 'EA']",2162611,1130793,17,276824015,144704261,24
2,"['XEL', 'ANSS']",135075,70769,13,34602947,18088481,21
2,"['PAYX', 'PDD']",1081263,565493,16,17301439,9044445,20
2,"['AVGO', 'PAYX']",69205959,36176489,22,2214592475,1157628941,27
2,"['PCAR', 'NVDA']",270247,141465,14,17301439,9044445,20
2,"['ROST', 'MNST']",17301439,9044445,20,553648083,289407833,25
2,"['CPRT', 'WDAY']",1081263,565493,16,69205959,36176489,22
2,"['ORLY', 'ADP']",540587,282821,15,69205959,36176489,22
2,"['ISRG', 'JD']",2162611,1130793,17,69205959,36176489,22
2,"['ABNB', 'VRTX']",270247,141465,14,17301439,9044445,20
2,"['COST', 'QCOM']",1081263,565493,16,69205959,36176489,22
2,"['META', 'ROST']",270247,141465,14,17301439,9044445,20
2,"['FAST', 'ZM']",540587,282821,15,17301439,9044445,20
2,"['AMD', 'LRCX']",1081263,565493,16,69205959,36176489,22
2,"['WBD', 'DDOG']",8650683,4522397,19,69205959,36176489,22
2,"['BIIB', 'ADBE']",270247,141465,14,17301439,9044445,20
2,"['GOOGL', 'MNST']",135075,70769,13,34602947,18088481,21
2,"['BKR', 'LULU']",540587,282821,15,34602947,18088481,21
2,"['NXPI', 'VRTX']",135075,70769,13,17301439,9044445,20
2,"['PCAR', 'MNST']",1081263,565493,16,138411979,72352437,23
2,"['AZN', 'NXPI']",270247,141465,14,34602947,18088481,21
2,"['MCHP', 'SIRI']",4325303,2261345,18,276824015,144704261,24
2,"['ABNB', 'COST']",1081263,565493,16,34602947,18088481,21
2,"['PDD', 'WBA']",1081263,565493,16,17301439,9044445,20
2,"['XEL', 'PAYX']",540587,282821,15,69205959,36176489,22
2,"['FAST', 'TXN']",540587,282821,15,138411979,72352437,23
2,"['MELI', 'MDLZ']",4325303,2261345,18,138411979,72352437,23
2,"['MNST', 'LULU']",2162611,1130793,17,138411979,72352437,23
2,"['LRCX', 'VRSK']",1081263,565493,16,69205959,36176489,22
2,"['BKNG', 'SIRI']",2162611,1130793,17,276824015,144704261,24
2,"['MSFT', 'ROST']",270247,141465,14,34602947,18088481,21
2,"['EA', 'ZM']",270247,141465,14,17301439,9044445,20
2,"['CDNS', 'ADSK']",540587,282821,15,69205959,36176489,22
2,"['EBAY', 'CMCSA']",4325303,2261345,18,276824015,144704261,24
2,"['ILMN', 'CMCSA']",2162611,1130793,17,138411979,72352437,23
2,"['DXCM', 'VRTX']",1081263,565493,16,69205959,36176489,22
2,"['INTC', 'XEL']",135075,70769,13,17301439,9044445,20
2,"['MNST', 'KDP']",2162611,1130793,17,276824015,144704261,24
2,"['TXN', 'ILMN']",540587,282821,15,34602947,18088481,21
2,"['FANG', 'CTSH']",135075,70769,13,17301439,9044445,20
